"PID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","NL_NAME_2","VARNAME_2","TYPE_2","ENGTYPE_2"
20328,163,"NGA","Nigeria",23,"Kogi",471,"Ankpa","","","Local Authority","Local Authority"
20329,163,"NGA","Nigeria",23,"Kogi",472,"Bassa","","","Local Authority","Local Authority"
20330,163,"NGA","Nigeria",23,"Kogi",473,"Dekina","","","Local Authority","Local Authority"
20331,163,"NGA","Nigeria",23,"Kogi",474,"Ibaji","","","Local Authority","Local Authority"
20332,163,"NGA","Nigeria",23,"Kogi",475,"Idah","","","Local Authority","Local Authority"
20333,163,"NGA","Nigeria",23,"Kogi",476,"Igalamela-Odolu","","","Local Authority","Local Authority"
20334,163,"NGA","Nigeria",23,"Kogi",477,"Ijumu","","","Local Authority","Local Authority"
20335,163,"NGA","Nigeria",23,"Kogi",478,"Kabba/Bu","","Kabba /Bunu","Local Authority","Local Authority"
20336,163,"NGA","Nigeria",23,"Kogi",479,"Kotonkar","","Koton-Karfe","Local Authority","Local Authority"
20337,163,"NGA","Nigeria",23,"Kogi",480,"Lokoja","","","Local Authority","Local Authority"
20338,163,"NGA","Nigeria",23,"Kogi",481,"Mopa-Muro","","","Local Authority","Local Authority"
20339,163,"NGA","Nigeria",23,"Kogi",482,"Ofu","","","Local Authority","Local Authority"
20340,163,"NGA","Nigeria",23,"Kogi",483,"Ogori/Magongo","","","Local Authority","Local Authority"
20341,163,"NGA","Nigeria",23,"Kogi",484,"Okehi","","","Local Authority","Local Authority"
20342,163,"NGA","Nigeria",23,"Kogi",485,"Okene","","","Local Authority","Local Authority"
20343,163,"NGA","Nigeria",23,"Kogi",486,"Olamabor","","Olamaboro","Local Authority","Local Authority"
20344,163,"NGA","Nigeria",23,"Kogi",487,"Omala","","","Local Authority","Local Authority"
20345,163,"NGA","Nigeria",23,"Kogi",488,"Yagba East","","","Local Authority","Local Authority"
20346,163,"NGA","Nigeria",23,"Kogi",489,"Yagba West","","","Local Authority","Local Authority"
20347,163,"NGA","Nigeria",24,"Kwara",490,"Asa","","","Local Authority","Local Authority"
20348,163,"NGA","Nigeria",24,"Kwara",491,"Baruten","","","Local Authority","Local Authority"
20349,163,"NGA","Nigeria",24,"Kwara",492,"Edu","","","Local Authority","Local Authority"
20350,163,"NGA","Nigeria",24,"Kwara",493,"Ekiti","","","Local Authority","Local Authority"
23303,163,"NGA","Nigeria",28,"Ogun",582,"Remo-North","","","Local Authority","Local Authority"
23304,163,"NGA","Nigeria",28,"Ogun",583,"Shagamu","","","Local Authority","Local Authority"
23305,163,"NGA","Nigeria",29,"Ondo",584,"Akoko North-East","","","Local Authority","Local Authority"
23306,163,"NGA","Nigeria",29,"Ondo",585,"Akoko South-East","","","Local Authority","Local Authority"
23307,163,"NGA","Nigeria",29,"Ondo",586,"Akoko South-West","","","Local Authority","Local Authority"
23308,163,"NGA","Nigeria",29,"Ondo",587,"AkokoNorthWest","","Akoko North-West","Local Authority","Local Authority"
23309,163,"NGA","Nigeria",29,"Ondo",588,"Akure North","","","Local Authority","Local Authority"
23310,163,"NGA","Nigeria",29,"Ondo",589,"Akure South","","","Local Authority","Local Authority"
23311,163,"NGA","Nigeria",29,"Ondo",590,"Ese-Odo","","","Local Authority","Local Authority"
23312,163,"NGA","Nigeria",29,"Ondo",591,"Idanre","","","Local Authority","Local Authority"
23313,163,"NGA","Nigeria",29,"Ondo",592,"Ifedore","","","Local Authority","Local Authority"
23314,163,"NGA","Nigeria",29,"Ondo",593,"IlajeEseodo","","Ilaje","Local Authority","Local Authority"
23315,163,"NGA","Nigeria",29,"Ondo",594,"IleOluji/Okeigbo","","Ile-Oluji/Okeigbo","Local Authority","Local Authority"
23316,163,"NGA","Nigeria",29,"Ondo",595,"Irele","","","Local Authority","Local Authority"
23317,163,"NGA","Nigeria",29,"Ondo",596,"Odigbo","","","Local Authority","Local Authority"
23318,163,"NGA","Nigeria",29,"Ondo",597,"Okitipupa","","","Local Authority","Local Authority"
23319,163,"NGA","Nigeria",29,"Ondo",598,"Ondo East","","","Local Authority","Local Authority"
23320,163,"NGA","Nigeria",29,"Ondo",599,"Ondo West","","","Local Authority","Local Authority"
23321,163,"NGA","Nigeria",29,"Ondo",600,"Ose","","","Local Authority","Local Authority"
23322,163,"NGA","Nigeria",29,"Ondo",601,"Owo","","","Local Authority","Local Authority"
23323,163,"NGA","Nigeria",30,"Osun",602,"Atakumosa East","","","Local Authority","Local Authority"
23324,163,"NGA","Nigeria",30,"Osun",603,"Atakumosa West","","","Local Authority","Local Authority"
25106,163,"NGA","Nigeria",1,"Abia",1,"Aba North","","","Local Authority","Local Authority"
25107,163,"NGA","Nigeria",1,"Abia",2,"Aba South","","","Local Authority","Local Authority"
25108,163,"NGA","Nigeria",1,"Abia",3,"Arochukw","","Arochukwu","Local Authority","Local Authority"
25109,163,"NGA","Nigeria",1,"Abia",4,"Bende","","","Local Authority","Local Authority"
25110,163,"NGA","Nigeria",1,"Abia",5,"Ikwuano","","","Local Authority","Local Authority"
25111,163,"NGA","Nigeria",1,"Abia",6,"Isiala Ngwa North","","","Local Authority","Local Authority"
25112,163,"NGA","Nigeria",1,"Abia",7,"Isiala Ngwa South","","","Local Authority","Local Authority"
25113,163,"NGA","Nigeria",1,"Abia",8,"Isuikwua","","Isuikwuato","Local Authority","Local Authority"
25114,163,"NGA","Nigeria",1,"Abia",9,"Oboma Ngwa","","","Local Authority","Local Authority"
25115,163,"NGA","Nigeria",1,"Abia",10,"Ohafia Abia","","Ohafia","Local Authority","Local Authority"
25116,163,"NGA","Nigeria",1,"Abia",11,"Osisioma Ngwa","","","Local Authority","Local Authority"
25117,163,"NGA","Nigeria",1,"Abia",12,"Ugwunagbo","","","Local Authority","Local Authority"
25118,163,"NGA","Nigeria",1,"Abia",13,"Ukwa East","","","Local Authority","Local Authority"
25119,163,"NGA","Nigeria",1,"Abia",14,"Ukwa West","","","Local Authority","Local Authority"
25120,163,"NGA","Nigeria",1,"Abia",15,"Umu-Nneochi","","","Local Authority","Local Authority"
25121,163,"NGA","Nigeria",1,"Abia",16,"Umuahia North","","","Local Authority","Local Authority"
25122,163,"NGA","Nigeria",1,"Abia",17,"Umuahia South","","","Local Authority","Local Authority"
25123,163,"NGA","Nigeria",2,"Adamawa",18,"Demsa","","","Local Authority","Local Authority"
25124,163,"NGA","Nigeria",2,"Adamawa",19,"Fufore","","","Local Authority","Local Authority"
25125,163,"NGA","Nigeria",2,"Adamawa",20,"Ganye","","","Local Authority","Local Authority"
25126,163,"NGA","Nigeria",2,"Adamawa",21,"Girie","","","Local Authority","Local Authority"
25127,163,"NGA","Nigeria",2,"Adamawa",22,"Gombi","","","Local Authority","Local Authority"
25128,163,"NGA","Nigeria",2,"Adamawa",23,"Guyuk","","","Local Authority","Local Authority"
25129,163,"NGA","Nigeria",2,"Adamawa",24,"Hong","","","Local Authority","Local Authority"
25130,163,"NGA","Nigeria",2,"Adamawa",25,"Jada","","","Local Authority","Local Authority"
25131,163,"NGA","Nigeria",2,"Adamawa",26,"Lamurde","","","Local Authority","Local Authority"
25132,163,"NGA","Nigeria",2,"Adamawa",27,"Madagali","","","Local Authority","Local Authority"
25133,163,"NGA","Nigeria",2,"Adamawa",28,"Maiha","","","Local Authority","Local Authority"
25134,163,"NGA","Nigeria",2,"Adamawa",29,"Mayo-Bel","","Mayo-Belwa","Local Authority","Local Authority"
25135,163,"NGA","Nigeria",2,"Adamawa",30,"Michika","","","Local Authority","Local Authority"
25136,163,"NGA","Nigeria",2,"Adamawa",31,"Mubi North","","","Local Authority","Local Authority"
25137,163,"NGA","Nigeria",2,"Adamawa",32,"Mubi South","","","Local Authority","Local Authority"
25138,163,"NGA","Nigeria",2,"Adamawa",33,"Numan","","","Local Authority","Local Authority"
25139,163,"NGA","Nigeria",2,"Adamawa",34,"Shelleng","","","Local Authority","Local Authority"
25140,163,"NGA","Nigeria",2,"Adamawa",35,"Song","","","Local Authority","Local Authority"
25141,163,"NGA","Nigeria",2,"Adamawa",36,"Teungo","","","Local Authority","Local Authority"
25142,163,"NGA","Nigeria",2,"Adamawa",37,"Yola North","","","Local Authority","Local Authority"
25143,163,"NGA","Nigeria",2,"Adamawa",38,"Yola South","","","Local Authority","Local Authority"
25144,163,"NGA","Nigeria",3,"Akwa Ibom",39,"Abak","","","Local Authority","Local Authority"
25145,163,"NGA","Nigeria",3,"Akwa Ibom",40,"Eastern Obolo","","","Local Authority","Local Authority"
25146,163,"NGA","Nigeria",3,"Akwa Ibom",41,"Eket","","","Local Authority","Local Authority"
25147,163,"NGA","Nigeria",3,"Akwa Ibom",42,"Esit Eket","","","Local Authority","Local Authority"
25148,163,"NGA","Nigeria",3,"Akwa Ibom",43,"Essien-U","","Essien Udim","Local Authority","Local Authority"
25149,163,"NGA","Nigeria",3,"Akwa Ibom",44,"EtimEkpo","","Etim Ekpo","Local Authority","Local Authority"
25150,163,"NGA","Nigeria",3,"Akwa Ibom",45,"Etinan","","","Local Authority","Local Authority"
25151,163,"NGA","Nigeria",3,"Akwa Ibom",46,"Ibeno","","","Local Authority","Local Authority"
25152,163,"NGA","Nigeria",3,"Akwa Ibom",47,"Ibesikpo Asutan","","","Local Authority","Local Authority"
25153,163,"NGA","Nigeria",3,"Akwa Ibom",48,"Ibiono Ibom","","","Local Authority","Local Authority"
25154,163,"NGA","Nigeria",3,"Akwa Ibom",49,"Ika","","","Local Authority","Local Authority"
25155,163,"NGA","Nigeria",3,"Akwa Ibom",50,"Ikono","","","Local Authority","Local Authority"
25156,163,"NGA","Nigeria",3,"Akwa Ibom",51,"Ikot-Aba","","Ikot Abasi","Local Authority","Local Authority"
25157,163,"NGA","Nigeria",3,"Akwa Ibom",52,"Ikot-Ekp","","Ikot Ekpene","Local Authority","Local Authority"
25158,163,"NGA","Nigeria",3,"Akwa Ibom",53,"Ini","","","Local Authority","Local Authority"
25159,163,"NGA","Nigeria",3,"Akwa Ibom",54,"Itu","","","Local Authority","Local Authority"
25160,163,"NGA","Nigeria",3,"Akwa Ibom",55,"Mbo","","","Local Authority","Local Authority"
25161,163,"NGA","Nigeria",3,"Akwa Ibom",56,"Mkpat Enin","","","Local Authority","Local Authority"
25162,163,"NGA","Nigeria",3,"Akwa Ibom",57,"Nsit Atai","","","Local Authority","Local Authority"
25163,163,"NGA","Nigeria",3,"Akwa Ibom",58,"Nsit Ibom","","","Local Authority","Local Authority"
25164,163,"NGA","Nigeria",3,"Akwa Ibom",59,"Nsit Ubium","","","Local Authority","Local Authority"
25165,163,"NGA","Nigeria",3,"Akwa Ibom",60,"Obot Akara","","","Local Authority","Local Authority"
25166,163,"NGA","Nigeria",3,"Akwa Ibom",61,"Okobo","","","Local Authority","Local Authority"
25167,163,"NGA","Nigeria",3,"Akwa Ibom",62,"Onna","","","Local Authority","Local Authority"
25168,163,"NGA","Nigeria",3,"Akwa Ibom",63,"Oron","","","Local Authority","Local Authority"
25169,163,"NGA","Nigeria",3,"Akwa Ibom",64,"Oruk-Ana","","Oruk Anam","Local Authority","Local Authority"
25170,163,"NGA","Nigeria",3,"Akwa Ibom",65,"Udung Uko","","","Local Authority","Local Authority"
25171,163,"NGA","Nigeria",3,"Akwa Ibom",66,"Ukanafun","","","Local Authority","Local Authority"
25172,163,"NGA","Nigeria",3,"Akwa Ibom",67,"Uruan","","","Local Authority","Local Authority"
25173,163,"NGA","Nigeria",3,"Akwa Ibom",68,"UrueOffo","","Urue Offong|Oruko","Local Authority","Local Authority"
25174,163,"NGA","Nigeria",3,"Akwa Ibom",69,"Uyo","","","Local Authority","Local Authority"
25175,163,"NGA","Nigeria",4,"Anambra",70,"Aguata","","","Local Authority","Local Authority"
25176,163,"NGA","Nigeria",4,"Anambra",71,"Anambra East","","","Local Authority","Local Authority"
25177,163,"NGA","Nigeria",4,"Anambra",72,"Anambra West","","","Local Authority","Local Authority"
25178,163,"NGA","Nigeria",4,"Anambra",73,"Anaocha","","","Local Authority","Local Authority"
25179,163,"NGA","Nigeria",4,"Anambra",74,"AwkaNort","","Awka North","Local Authority","Local Authority"
25180,163,"NGA","Nigeria",4,"Anambra",75,"AwkaSout","","Awka South","Local Authority","Local Authority"
25181,163,"NGA","Nigeria",4,"Anambra",76,"Ayamelum","","","Local Authority","Local Authority"
25182,163,"NGA","Nigeria",4,"Anambra",77,"Dunukofia","","","Local Authority","Local Authority"
25183,163,"NGA","Nigeria",4,"Anambra",78,"Ekwusigo","","","Local Authority","Local Authority"
25184,163,"NGA","Nigeria",4,"Anambra",79,"Idemili North","","","Local Authority","Local Authority"
25185,163,"NGA","Nigeria",4,"Anambra",80,"Idemili South","","","Local Authority","Local Authority"
25186,163,"NGA","Nigeria",4,"Anambra",81,"Ihiala","","","Local Authority","Local Authority"
25187,163,"NGA","Nigeria",4,"Anambra",82,"Njikoka","","","Local Authority","Local Authority"
25188,163,"NGA","Nigeria",4,"Anambra",83,"NnewiNort","","Nnewi North","Local Authority","Local Authority"
25189,163,"NGA","Nigeria",4,"Anambra",84,"NnewiSou","","Nnewi South","Local Authority","Local Authority"
25190,163,"NGA","Nigeria",4,"Anambra",85,"Ogbaru","","","Local Authority","Local Authority"
25191,163,"NGA","Nigeria",4,"Anambra",86,"Onitsha North","","","Local Authority","Local Authority"
25192,163,"NGA","Nigeria",4,"Anambra",87,"Onitsha South","","","Local Authority","Local Authority"
25193,163,"NGA","Nigeria",4,"Anambra",88,"OrumbaNo","","Orumba North","Local Authority","Local Authority"
25194,163,"NGA","Nigeria",4,"Anambra",89,"OrumbaSo","","Orumba South","Local Authority","Local Authority"
25195,163,"NGA","Nigeria",4,"Anambra",90,"Oyi","","","Local Authority","Local Authority"
25196,163,"NGA","Nigeria",5,"Bauchi",91,"Alkaleri","","","Local Authority","Local Authority"
25197,163,"NGA","Nigeria",5,"Bauchi",92,"Bauchi","","","Local Authority","Local Authority"
25198,163,"NGA","Nigeria",5,"Bauchi",93,"Bogoro","","","Local Authority","Local Authority"
25199,163,"NGA","Nigeria",5,"Bauchi",94,"Damban","","","Local Authority","Local Authority"
25200,163,"NGA","Nigeria",5,"Bauchi",95,"Darazo","","","Local Authority","Local Authority"
25201,163,"NGA","Nigeria",5,"Bauchi",96,"Dass","","","Local Authority","Local Authority"
25202,163,"NGA","Nigeria",5,"Bauchi",97,"Gamawa","","","Local Authority","Local Authority"
25203,163,"NGA","Nigeria",5,"Bauchi",98,"Gamjuwa","","Ganjuwa","Local Authority","Local Authority"
25204,163,"NGA","Nigeria",5,"Bauchi",99,"Giade","","","Local Authority","Local Authority"
25205,163,"NGA","Nigeria",5,"Bauchi",100,"Itas/Gad","","Itas/Gadau","Local Authority","Local Authority"
25206,163,"NGA","Nigeria",5,"Bauchi",101,"Jama'are","","","Local Authority","Local Authority"
25207,163,"NGA","Nigeria",5,"Bauchi",102,"Katagum","","","Local Authority","Local Authority"
25208,163,"NGA","Nigeria",5,"Bauchi",103,"Kirfi","","","Local Authority","Local Authority"
25209,163,"NGA","Nigeria",5,"Bauchi",104,"Misau","","","Local Authority","Local Authority"
25210,163,"NGA","Nigeria",5,"Bauchi",105,"Ningi","","","Local Authority","Local Authority"
25211,163,"NGA","Nigeria",5,"Bauchi",106,"Shira","","","Local Authority","Local Authority"
25212,163,"NGA","Nigeria",5,"Bauchi",107,"Tafawa-B","","Tafawa-Balewa","Local Authority","Local Authority"
25213,163,"NGA","Nigeria",5,"Bauchi",108,"Toro","","","Local Authority","Local Authority"
25214,163,"NGA","Nigeria",5,"Bauchi",109,"Warji","","","Local Authority","Local Authority"
25215,163,"NGA","Nigeria",5,"Bauchi",110,"Zaki","","","Local Authority","Local Authority"
25216,163,"NGA","Nigeria",6,"Bayelsa",111,"Brass","","","Local Authority","Local Authority"
25217,163,"NGA","Nigeria",6,"Bayelsa",112,"Ekeremor","","","Local Authority","Local Authority"
25218,163,"NGA","Nigeria",6,"Bayelsa",113,"Kolokuma/Opokuma","","","Local Authority","Local Authority"
25219,163,"NGA","Nigeria",6,"Bayelsa",114,"Nembe","","","Local Authority","Local Authority"
25220,163,"NGA","Nigeria",6,"Bayelsa",115,"Ogbia","","","Local Authority","Local Authority"
25221,163,"NGA","Nigeria",6,"Bayelsa",116,"Sagbama","","","Local Authority","Local Authority"
25222,163,"NGA","Nigeria",6,"Bayelsa",117,"Southern Ijaw","","","Local Authority","Local Authority"
25223,163,"NGA","Nigeria",6,"Bayelsa",118,"Yenegoa","","","Local Authority","Local Authority"
25224,163,"NGA","Nigeria",7,"Benue",119,"Ado","","","Local Authority","Local Authority"
25225,163,"NGA","Nigeria",7,"Benue",120,"Agatu","","","Local Authority","Local Authority"
25226,163,"NGA","Nigeria",7,"Benue",121,"Apa","","","Local Authority","Local Authority"
25227,163,"NGA","Nigeria",7,"Benue",122,"Buruku","","Bukuru","Local Authority","Local Authority"
25228,163,"NGA","Nigeria",7,"Benue",123,"Gboko","","","Local Authority","Local Authority"
25229,163,"NGA","Nigeria",7,"Benue",124,"Guma","","","Local Authority","Local Authority"
25230,163,"NGA","Nigeria",7,"Benue",125,"Gwer East","","","Local Authority","Local Authority"
25231,163,"NGA","Nigeria",7,"Benue",126,"GwerWest","","Gwer West","Local Authority","Local Authority"
25232,163,"NGA","Nigeria",7,"Benue",127,"Katsina (Benue)","","Katsina- Ala","Local Authority","Local Authority"
25233,163,"NGA","Nigeria",7,"Benue",128,"Konshish","","Konshisha","Local Authority","Local Authority"
25234,163,"NGA","Nigeria",7,"Benue",129,"Kwande","","","Local Authority","Local Authority"
25235,163,"NGA","Nigeria",7,"Benue",130,"Logo","","","Local Authority","Local Authority"
25236,163,"NGA","Nigeria",7,"Benue",131,"Makurdi","","Markurdi","Local Authority","Local Authority"
25237,163,"NGA","Nigeria",7,"Benue",132,"Obi","","","Local Authority","Local Authority"
25238,163,"NGA","Nigeria",7,"Benue",133,"Ogbadibo","","Ogbadigbo","Local Authority","Local Authority"
25239,163,"NGA","Nigeria",7,"Benue",134,"Ohimini","","","Local Authority","Local Authority"
25240,163,"NGA","Nigeria",7,"Benue",135,"Oju","","","Local Authority","Local Authority"
25241,163,"NGA","Nigeria",7,"Benue",136,"Okpokwu","","","Local Authority","Local Authority"
25242,163,"NGA","Nigeria",7,"Benue",137,"Oturkpo","","","Local Authority","Local Authority"
25243,163,"NGA","Nigeria",7,"Benue",138,"Tarka","","","Local Authority","Local Authority"
25244,163,"NGA","Nigeria",7,"Benue",139,"Ukum","","","Local Authority","Local Authority"
25245,163,"NGA","Nigeria",7,"Benue",140,"Ushongo","","","Local Authority","Local Authority"
25246,163,"NGA","Nigeria",7,"Benue",141,"Vandeiky","","Vandeikya","Local Authority","Local Authority"
25247,163,"NGA","Nigeria",8,"Borno",142,"Abadam","","","Local Authority","Local Authority"
25248,163,"NGA","Nigeria",8,"Borno",143,"Askira/U","","Askira/Uba","Local Authority","Local Authority"
25249,163,"NGA","Nigeria",8,"Borno",144,"Bama","","","Local Authority","Local Authority"
25250,163,"NGA","Nigeria",8,"Borno",145,"Bayo","","","Local Authority","Local Authority"
25251,163,"NGA","Nigeria",8,"Borno",146,"Biu","","","Local Authority","Local Authority"
25252,163,"NGA","Nigeria",8,"Borno",147,"Chibok","","","Local Authority","Local Authority"
25253,163,"NGA","Nigeria",8,"Borno",148,"Damboa","","","Local Authority","Local Authority"
25254,163,"NGA","Nigeria",8,"Borno",149,"Dikwa","","","Local Authority","Local Authority"
25255,163,"NGA","Nigeria",8,"Borno",150,"Gubio","","","Local Authority","Local Authority"
25256,163,"NGA","Nigeria",8,"Borno",151,"Guzamala","","","Local Authority","Local Authority"
25257,163,"NGA","Nigeria",8,"Borno",152,"Gwoza","","","Local Authority","Local Authority"
25258,163,"NGA","Nigeria",8,"Borno",153,"Hawul","","","Local Authority","Local Authority"
25259,163,"NGA","Nigeria",8,"Borno",154,"Jere","","","Local Authority","Local Authority"
25260,163,"NGA","Nigeria",8,"Borno",155,"Kaga","","","Local Authority","Local Authority"
25261,163,"NGA","Nigeria",8,"Borno",156,"Kala/Balge","","","Local Authority","Local Authority"
25262,163,"NGA","Nigeria",8,"Borno",157,"Konduga","","","Local Authority","Local Authority"
25263,163,"NGA","Nigeria",8,"Borno",158,"Kukawa","","","Local Authority","Local Authority"
25264,163,"NGA","Nigeria",8,"Borno",159,"Kwaya Kusar","","","Local Authority","Local Authority"
25265,163,"NGA","Nigeria",8,"Borno",160,"Mafa","","","Local Authority","Local Authority"
25266,163,"NGA","Nigeria",8,"Borno",161,"Magumeri","","","Local Authority","Local Authority"
25267,163,"NGA","Nigeria",8,"Borno",162,"Maidugur","","Maiduguri","Local Authority","Local Authority"
25268,163,"NGA","Nigeria",8,"Borno",163,"Marte","","","Local Authority","Local Authority"
25269,163,"NGA","Nigeria",8,"Borno",164,"Mobbar","","","Local Authority","Local Authority"
25270,163,"NGA","Nigeria",8,"Borno",165,"Monguno","","","Local Authority","Local Authority"
25271,163,"NGA","Nigeria",8,"Borno",166,"Ngala","","","Local Authority","Local Authority"
25272,163,"NGA","Nigeria",8,"Borno",167,"Nganzai","","","Local Authority","Local Authority"
25273,163,"NGA","Nigeria",8,"Borno",168,"Shani","","","Local Authority","Local Authority"
25274,163,"NGA","Nigeria",9,"Cross River",169,"Abi","","","Local Authority","Local Authority"
25275,163,"NGA","Nigeria",9,"Cross River",170,"Akamkpa","","","Local Authority","Local Authority"
25276,163,"NGA","Nigeria",9,"Cross River",171,"Akpabuyo","","","Local Authority","Local Authority"
25277,163,"NGA","Nigeria",9,"Cross River",172,"Bakassi","","","Local Authority","Local Authority"
25278,163,"NGA","Nigeria",9,"Cross River",173,"Bekwarra","","","Local Authority","Local Authority"
25279,163,"NGA","Nigeria",9,"Cross River",174,"Biase","","","Local Authority","Local Authority"
25280,163,"NGA","Nigeria",9,"Cross River",175,"Boki","","","Local Authority","Local Authority"
25281,163,"NGA","Nigeria",9,"Cross River",176,"Calabar South","","","Local Authority","Local Authority"
25282,163,"NGA","Nigeria",9,"Cross River",177,"Calabar","","Calabar Municipal","Local Authority","Local Authority"
25283,163,"NGA","Nigeria",9,"Cross River",178,"Etung","","","Local Authority","Local Authority"
25284,163,"NGA","Nigeria",9,"Cross River",179,"Ikom","","","Local Authority","Local Authority"
25285,163,"NGA","Nigeria",9,"Cross River",180,"Obanliku","","","Local Authority","Local Authority"
25286,163,"NGA","Nigeria",9,"Cross River",181,"Obubra","","","Local Authority","Local Authority"
25287,163,"NGA","Nigeria",9,"Cross River",182,"Obudu","","","Local Authority","Local Authority"
25288,163,"NGA","Nigeria",9,"Cross River",183,"Odukpani","","","Local Authority","Local Authority"
25289,163,"NGA","Nigeria",9,"Cross River",184,"Ogoja","","","Local Authority","Local Authority"
25290,163,"NGA","Nigeria",9,"Cross River",185,"Yakurr","","","Local Authority","Local Authority"
25291,163,"NGA","Nigeria",9,"Cross River",186,"Yala Cross","","Yala","Local Authority","Local Authority"
25292,163,"NGA","Nigeria",10,"Delta",187,"AniochaN","","Aniocha North","Local Authority","Local Authority"
25293,163,"NGA","Nigeria",10,"Delta",188,"AniochaS","","Aniocha South","Local Authority","Local Authority"
25294,163,"NGA","Nigeria",10,"Delta",189,"Bomadi","","","Local Authority","Local Authority"
25295,163,"NGA","Nigeria",10,"Delta",190,"Burutu","","","Local Authority","Local Authority"
25296,163,"NGA","Nigeria",10,"Delta",191,"Ethiope West","","","Local Authority","Local Authority"
25297,163,"NGA","Nigeria",10,"Delta",192,"EthiopeE","","Ethiope East","Local Authority","Local Authority"
25298,163,"NGA","Nigeria",10,"Delta",193,"IkaNorth","","Ika North East","Local Authority","Local Authority"
25299,163,"NGA","Nigeria",10,"Delta",194,"IkaSouth","","Ika South","Local Authority","Local Authority"
25300,163,"NGA","Nigeria",10,"Delta",195,"IsokoNor","","Isoko North","Local Authority","Local Authority"
25301,163,"NGA","Nigeria",10,"Delta",196,"IsokoSou","","Isoko South","Local Authority","Local Authority"
25302,163,"NGA","Nigeria",10,"Delta",197,"Ndokwa East","","","Local Authority","Local Authority"
25303,163,"NGA","Nigeria",10,"Delta",198,"Ndokwa West","","","Local Authority","Local Authority"
25304,163,"NGA","Nigeria",10,"Delta",199,"Okpe","","","Local Authority","Local Authority"
25305,163,"NGA","Nigeria",10,"Delta",200,"Oshimili North","","","Local Authority","Local Authority"
25306,163,"NGA","Nigeria",10,"Delta",201,"Oshimili South","","","Local Authority","Local Authority"
25307,163,"NGA","Nigeria",10,"Delta",202,"Patani","","","Local Authority","Local Authority"
25308,163,"NGA","Nigeria",10,"Delta",203,"Sapele","","","Local Authority","Local Authority"
25309,163,"NGA","Nigeria",10,"Delta",204,"Udu","","","Local Authority","Local Authority"
25310,163,"NGA","Nigeria",10,"Delta",205,"Ughelli North","","","Local Authority","Local Authority"
25311,163,"NGA","Nigeria",10,"Delta",206,"Ughelli South","","","Local Authority","Local Authority"
25312,163,"NGA","Nigeria",10,"Delta",207,"Ukwuani","","","Local Authority","Local Authority"
25313,163,"NGA","Nigeria",10,"Delta",208,"Uvwie","","","Local Authority","Local Authority"
25314,163,"NGA","Nigeria",10,"Delta",209,"Warri North","","","Local Authority","Local Authority"
25315,163,"NGA","Nigeria",10,"Delta",210,"Warri South-West","","","Local Authority","Local Authority"
25316,163,"NGA","Nigeria",10,"Delta",211,"Warri South","","","Local Authority","Local Authority"
25317,163,"NGA","Nigeria",11,"Ebonyi",212,"Abakalik","","Abakaliki","Local Authority","Local Authority"
25318,163,"NGA","Nigeria",11,"Ebonyi",213,"Afikpo","","Afikpo North","Local Authority","Local Authority"
25319,163,"NGA","Nigeria",11,"Ebonyi",214,"AfikpoSo","","Afikpo South","Local Authority","Local Authority"
25320,163,"NGA","Nigeria",11,"Ebonyi",215,"Ebonyi","","","Local Authority","Local Authority"
25321,163,"NGA","Nigeria",11,"Ebonyi",216,"Ezza North","","","Local Authority","Local Authority"
25322,163,"NGA","Nigeria",11,"Ebonyi",217,"Ezza South","","","Local Authority","Local Authority"
25323,163,"NGA","Nigeria",11,"Ebonyi",218,"Ikwo","","","Local Authority","Local Authority"
25324,163,"NGA","Nigeria",11,"Ebonyi",219,"Ishielu","","","Local Authority","Local Authority"
25325,163,"NGA","Nigeria",11,"Ebonyi",220,"Ivo","","","Local Authority","Local Authority"
25326,163,"NGA","Nigeria",11,"Ebonyi",221,"Izzi","","","Local Authority","Local Authority"
25327,163,"NGA","Nigeria",11,"Ebonyi",222,"Ohaozara","","","Local Authority","Local Authority"
25328,163,"NGA","Nigeria",11,"Ebonyi",223,"Ohaukwu","","","Local Authority","Local Authority"
25329,163,"NGA","Nigeria",11,"Ebonyi",224,"Onicha","","","Local Authority","Local Authority"
25330,163,"NGA","Nigeria",12,"Edo",225,"Akoko-Ed","","Akoko-Edo","Local Authority","Local Authority"
25331,163,"NGA","Nigeria",12,"Edo",226,"Egor","","","Local Authority","Local Authority"
25332,163,"NGA","Nigeria",12,"Edo",227,"EsanCent","","Esan Central","Local Authority","Local Authority"
25333,163,"NGA","Nigeria",12,"Edo",228,"EsanNort","","Esan North-East","Local Authority","Local Authority"
25334,163,"NGA","Nigeria",12,"Edo",229,"EsanSout","","Esan South-East","Local Authority","Local Authority"
25335,163,"NGA","Nigeria",12,"Edo",230,"EsanWest","","Esan West","Local Authority","Local Authority"
25336,163,"NGA","Nigeria",12,"Edo",231,"Etsako Central","","","Local Authority","Local Authority"
25337,163,"NGA","Nigeria",12,"Edo",232,"EtsakoEa","","Etsako East","Local Authority","Local Authority"
25338,163,"NGA","Nigeria",12,"Edo",233,"EtsakoWe","","Etsako West","Local Authority","Local Authority"
25339,163,"NGA","Nigeria",12,"Edo",234,"Igueben","","","Local Authority","Local Authority"
