"region","item","date","price","weight"
"Gambella","Rice",2010-05-01,14.33,2
"Gambella","Rice",2010-06-01,14.84,2
"Gambella","Rice",2010-07-01,14.5,2
"Gambella","Rice",2010-08-01,14.84,2
"Gambella","Rice",2010-09-01,14.5,2
"Gambella","Rice",2010-10-01,14.84,2
"Gambella","Rice",2010-11-01,15.16,2
"Gambella","Rice",2010-12-01,15,2
"Gambella","Rice",2011-01-01,15,2
"Gambella","Rice",2011-02-01,13.3,2
"Gambella","Rice",2011-03-01,14.16,2
"Gambella","Rice",2011-04-01,15.5,2
"Gambella","Rice",2011-05-01,16.5,2
"Gambella","Rice",2011-06-01,18.5,2
"Gambella","Rice",2011-07-01,17.83,2
"Gambella","Rice",2011-08-01,18.66,2
"Gambella","Rice",2011-09-01,17.84,2
"Gambella","Rice",2011-10-01,17.66,2
"Gambella","Rice",2011-11-01,17.84,2
"Gambella","Rice",2011-12-01,17.66,2
"Gambella","Rice",2012-01-01,17.66,2
"Gambella","Rice",2012-02-01,17,2
"Gambella","Rice",2012-03-01,17,2
"Gambella","Rice",2012-04-01,18,1
"Gambella","Rice",2012-05-01,19.17,2
"Gambella","Rice",2012-06-01,17,2
"Gambella","Rice",2012-07-01,18,1
"Gambella","Rice",2012-08-01,17.84,2
"Gambella","Rice",2012-09-01,18.66,2
"Gambella","Rice",2012-10-01,17.34,2
"Gambella","Rice",2012-11-01,18.67,2
"Gambella","Rice",2012-12-01,18.5,2
"Gambella","Rice",2013-01-01,17.34,2
"Gambella","Rice",2013-02-01,17.5,2
"Gambella","Rice",2013-03-01,18,1
"Gambella","Rice",2013-04-01,17.67,2
"Gambella","Rice",2013-05-01,18.66,2
"Gambella","Rice",2013-06-01,18,1
"Gambella","Rice",2013-07-01,19.33,1
"Gambella","Rice",2013-08-01,16.09,2
"Gambella","Rice",2013-09-01,16.5,2
"Gambella","Rice",2013-10-01,17.41,2
"Gambella","Rice",2013-11-01,16.5,2
"Gambella","Rice",2013-12-01,16.34,2
"Gambella","Rice",2014-01-01,16.5,2
"Gambella","Rice",2014-02-01,18,2
"Gambella","Rice",2014-03-01,18,1
"Gambella","Rice",2014-04-01,18,1
"Gambella","Rice",2014-05-01,18,2
"Gambella","Rice",2014-06-01,17.66,2
"Gambella","Teff",2010-01-01,9.67,1
"Gambella","Teff",2010-02-01,9,1
"Gambella","Teff",2010-03-01,8.67,1
"Gambella","Teff",2010-04-01,8.33,1
"Gambella","Teff",2010-05-01,8.27,1
"Gambella","Teff",2010-06-01,8.17,1
"Gambella","Teff",2010-07-01,8.33,1
"Gambella","Teff",2010-08-01,8,1
"Gambella","Teff",2010-09-01,8,1
"Gambella","Teff",2010-10-01,8,1
"Gambella","Teff",2010-11-01,8.17,1
"Gambella","Teff",2010-12-01,9,1
"Gambella","Teff",2011-02-01,8.5,1
"Gambella","Teff",2011-03-01,8.67,1
"Gambella","Teff",2011-04-01,10,1
"Gambella","Teff",2011-05-01,10.67,1
"Gambella","Teff",2011-06-01,12.17,1
"Gambella","Teff",2011-07-01,12,2
"Gambella","Teff",2011-08-01,12,2
"Gambella","Teff",2011-09-01,12,2
"Gambella","Teff",2011-10-01,12.25,2
"Gambella","Teff",2011-11-01,12.25,2
"Gambella","Teff",2011-12-01,12.09,2
"Gambella","Teff",2012-01-01,12.09,2
"Gambella","Teff",2012-02-01,12,2
"Gambella","Teff",2012-03-01,14.66,2
"Gambella","Teff",2012-04-01,14.09,2
"Gambella","Teff",2012-05-01,14.59,2
"Gambella","Teff",2012-06-01,14.91,2
"Gambella","Teff",2012-07-01,15.17,2
"Gambella","Teff",2012-08-01,16.33,2
"Gambella","Teff",2012-09-01,17,2
"Gambella","Teff",2012-10-01,17.25,2
"Gambella","Teff",2012-11-01,16.84,2
"Gambella","Teff",2012-12-01,16.75,2
"Gambella","Teff",2013-01-01,16.41,2
"Gambella","Teff",2013-02-01,16.34,2
"Gambella","Teff",2013-03-01,16.16,2
"Gambella","Teff",2013-04-01,15.91,2
"Gambella","Teff",2013-05-01,16.5,2
"Gambella","Teff",2013-06-01,16.5,2
"Gambella","Teff",2013-07-01,16.75,2
"Gambella","Teff",2013-08-01,16.5,2
"Gambella","Teff",2013-09-01,17,2
"Gambella","Teff",2013-10-01,17.58,2
"Gambella","Teff",2013-11-01,17.5,2
"Gambella","Teff",2013-12-01,17.5,2
"Gambella","Teff",2014-01-01,16.09,2
"Gambella","Teff",2014-02-01,16.09,2
"Gambella","Teff",2014-03-01,15.59,2
"Gambella","Teff",2014-04-01,15.75,2
"Gambella","Teff",2014-05-01,15.75,2
"Gambella","Teff",2014-06-01,15.75,2
"Gambella","Wheat",2010-01-01,7.08,2
"Gambella","Wheat",2010-02-01,6.5,2
"Gambella","Wheat",2010-03-01,5.27,2
"Gambella","Wheat",2010-04-01,6.34,2
"Gambella","Wheat",2010-05-01,5.92,2
"Gambella","Wheat",2010-06-01,6,1
"Gambella","Wheat",2010-07-01,6,2
"Gambella","Wheat",2010-08-01,6.34,2
"Gambella","Wheat",2010-09-01,6.5,2
"Gambella","Wheat",2010-10-01,6,2
"Gambella","Wheat",2010-11-01,6.42,2
"Gambella","Wheat",2010-12-01,6.5,2
"Gambella","Wheat",2011-01-01,6.5,2
"Gambella","Wheat",2011-02-01,7,1
"Gambella","Wheat",2011-03-01,7,2
"Gambella","Wheat",2011-04-01,8,1
"Gambella","Wheat",2011-05-01,9,1
"Gambella","Wheat",2011-06-01,10.33,1
"Gambella","Wheat",2011-07-01,11.41,2
"Gambella","Wheat",2011-08-01,11.25,2
"Gambella","Wheat",2011-09-01,11.17,1
"Gambella","Wheat",2011-10-01,11.88,2
"Gambella","Wheat",2011-11-01,12,1
"Gambella","Wheat",2011-12-01,11.84,2
"Gambella","Wheat",2012-01-01,11.67,1
"Gambella","Wheat",2012-02-01,12.17,2
"Gambella","Wheat",2012-03-01,12,2
"Gambella","Wheat",2012-04-01,11.34,2
"Gambella","Wheat",2012-05-01,11.5,2
"Gambella","Wheat",2012-06-01,12.16,2
"Gambella","Wheat",2012-07-01,12.33,2
"Gambella","Wheat",2012-08-01,12,2
"Gambella","Wheat",2012-09-01,11.5,2
"Gambella","Wheat",2012-10-01,11.34,2
"Gambella","Wheat",2012-11-01,10.34,2
"Gambella","Wheat",2012-12-01,11,2
"Gambella","Wheat",2013-01-01,10.66,2
"Gambella","Wheat",2013-02-01,10.84,2
"Gambella","Wheat",2013-03-01,10.66,2
"Gambella","Wheat",2013-04-01,10.66,2
"Gambella","Wheat",2013-05-01,10.66,2
"Gambella","Wheat",2013-06-01,10.66,2
"Gambella","Wheat",2013-07-01,10.5,2
"Gambella","Wheat",2013-08-01,11.84,2
"Gambella","Wheat",2013-09-01,11.67,2
"Gambella","Wheat",2013-10-01,12,2
"Gambella","Wheat",2013-11-01,12.16,2
"Gambella","Wheat",2013-12-01,10.66,2
"Gambella","Wheat",2014-01-01,11.5,2
"Gambella","Wheat",2014-02-01,12,2
"Gambella","Wheat",2014-03-01,11.5,2
"Gambella","Wheat",2014-04-01,9.5,2
"Gambella","Wheat",2014-05-01,12,2
"Gambella","Wheat",2014-06-01,11,2
"Harari","Barley",2010-01-01,6.75,2
"Harari","Barley",2010-02-01,6.92,2
"Harari","Barley",2010-03-01,6.75,2
"Harari","Barley",2010-04-01,6.5,2
"Harari","Barley",2010-05-01,6.5,2
"Harari","Barley",2010-06-01,6.5,2
"Harari","Barley",2010-07-01,6.79,2
"Harari","Barley",2010-08-01,6.75,2
"Harari","Barley",2010-09-01,6.84,2
"Harari","Barley",2010-10-01,6.67,2
"Harari","Barley",2010-11-01,6.67,2
"Harari","Barley",2010-12-01,6.34,2
"Harari","Barley",2011-01-01,6.42,2
"Harari","Barley",2011-02-01,6.66,2
"Harari","Barley",2011-03-01,6,2
"Harari","Barley",2011-04-01,7,2
"Harari","Barley",2011-05-01,8.34,2
"Harari","Barley",2011-06-01,8.92,2
"Harari","Barley",2011-07-01,9,2
"Harari","Barley",2011-08-01,9.42,2
"Harari","Barley",2011-09-01,9.5,2
"Harari","Barley",2011-10-01,9.75,2
"Harari","Barley",2011-11-01,9.67,2
"Harari","Barley",2011-12-01,9.83,2
"Harari","Barley",2012-01-01,9.59,2
"Harari","Barley",2012-02-01,9.42,2
"Harari","Barley",2012-03-01,9.58,2
"Harari","Barley",2012-04-01,9.84,2
"Harari","Barley",2012-05-01,9.75,2
"Harari","Barley",2012-06-01,9.67,2
"Harari","Barley",2012-07-01,9.91,2
"Harari","Barley",2012-08-01,9.84,2
"Harari","Barley",2012-09-01,9.84,2
"Harari","Barley",2012-10-01,9.75,2
"Harari","Barley",2012-11-01,9.5,2
"Harari","Barley",2012-12-01,9.58,2
"Harari","Barley",2013-01-01,9.41,2
"Harari","Barley",2013-02-01,9.34,2
"Harari","Barley",2013-03-01,9.58,2
"Harari","Barley",2013-04-01,9.09,2
"Harari","Barley",2013-05-01,9.5,2
"Harari","Barley",2013-06-01,8.92,2
"Harari","Barley",2013-07-01,9.5,2
"Harari","Barley",2013-08-01,9.59,2
"Harari","Barley",2013-09-01,9.59,2
"Harari","Barley",2013-10-01,10.09,2
"Harari","Barley",2013-11-01,10.42,2
"Harari","Barley",2013-12-01,10.59,2
"Harari","Barley",2014-01-01,10.59,2
"Harari","Barley",2014-02-01,10.08,2
"Harari","Barley",2014-03-01,10,2
"Harari","Barley",2014-04-01,10.34,2
"Harari","Barley",2014-05-01,10.34,2
"Harari","Barley",2014-06-01,11.17,2
"Harari","Beer",2012-06-01,9.9,1
"Harari","Beer",2013-02-01,12,1
"Harari","Beer",2014-02-01,13,1
"Harari","Cement",2010-01-01,111.66,2
"Harari","Cement",2010-02-01,93.34,2
"Harari","Cement",2010-03-01,135,2
"Harari","Cement",2010-04-01,158.33,2
"Harari","Cement",2010-05-01,156.67,2
"Harari","Cement",2010-06-01,190.83,2
"Harari","Cement",2010-07-01,177.5,2
"Harari","Cement",2010-08-01,180,2
"Harari","Cement",2010-09-01,188.33,2
"Harari","Cement",2010-10-01,175.83,2
"Harari","Cement",2010-11-01,175,2
"Harari","Cement",2010-12-01,195.83,2
"Harari","Cement",2011-01-01,185,2
"Harari","Cement",2011-04-01,188.33,1
"Harari","Cement",2011-06-01,231.67,2
"Harari","Cement",2011-07-01,208.33,2
"Harari","Cement",2011-08-01,190.83,2
"Harari","Cement",2011-09-01,182.5,2
"Harari","Cement",2011-10-01,163.33,2
"Harari","Cement",2011-11-01,158.33,2
"Harari","Cement",2011-12-01,131.67,2
"Harari","Cement",2012-01-01,120.84,2
"Harari","Cement",2012-02-01,118.34,2
"Harari","Cement",2012-03-01,113.34,2
"Harari","Cement",2012-04-01,123.33,2
"Harari","Cement",2012-05-01,145,2
"Harari","Cement",2012-06-01,127.91,2
"Harari","Cement",2012-07-01,128.33,2
"Harari","Cement",2012-08-01,131.67,2
"Harari","Cement",2012-09-01,123.33,2
"Harari","Cement",2012-10-01,111.67,1
"Harari","Cement",2012-11-01,111.5,2
"Harari","Cement",2012-12-01,105.16,2
"Harari","Cement",2013-01-01,99.33,2
"Harari","Cement",2013-02-01,104.16,2
"Harari","Cement",2013-03-01,106.66,2
"Harari","Cement",2013-04-01,98.33,2
"Harari","Cement",2013-05-01,96.84,2
"Harari","Cement",2013-06-01,94.66,2
"Harari","Cement",2013-07-01,95.5,2
"Harari","Cement",2013-08-01,99.84,2
"Harari","Cement",2013-09-01,94.5,2
"Harari","Cement",2013-10-01,94.66,2
"Harari","Cement",2013-11-01,94.34,2
"Harari","Cement",2013-12-01,99,2
"Harari","Cement",2014-01-01,96,2
"Harari","Cement",2014-02-01,94.84,2
"Harari","Cement",2014-03-01,94,2
"Harari","Cement",2014-04-01,93.84,2
"Harari","Cement",2014-05-01,92.16,2
"Harari","Cement",2014-06-01,104.33,2
"Harari","Maize",2010-01-01,4.71,2
"Harari","Maize",2010-02-01,4.67,2
"Harari","Maize",2010-03-01,4.42,2
"Harari","Maize",2010-04-01,4.08,2
"Harari","Maize",2010-05-01,4.34,2
"Harari","Maize",2010-06-01,4.08,2
"Harari","Maize",2010-07-01,4.08,2
"Harari","Maize",2010-08-01,4.42,2
"Harari","Maize",2010-09-01,4.17,2
"Harari","Maize",2010-10-01,4.25,2
"Harari","Maize",2010-11-01,4.08,2
"Harari","Maize",2010-12-01,3.92,2
"Harari","Maize",2011-01-01,3.84,2
"Harari","Maize",2011-02-01,3.5,2
"Harari","Maize",2011-03-01,4,2
"Harari","Maize",2011-04-01,4.75,2
"Harari","Maize",2011-05-01,5.84,2
"Harari","Maize",2011-06-01,6,2
"Harari","Maize",2011-07-01,6.04,2
"Harari","Maize",2011-08-01,7,2
"Harari","Maize",2011-09-01,7.04,2
"Harari","Maize",2011-10-01,7.46,2
"Harari","Maize",2011-11-01,7.21,2
"Harari","Maize",2011-12-01,6.5,2
"Harari","Maize",2012-01-01,6.25,2
"Harari","Maize",2012-02-01,5.58,2
"Harari","Maize",2012-03-01,6.34,2
"Harari","Maize",2012-04-01,6.08,2
"Harari","Maize",2012-05-01,6.17,2
"Harari","Maize",2012-06-01,6.34,2
"Harari","Maize",2012-07-01,6.75,2
"Harari","Maize",2012-08-01,6.75,2
"Harari","Maize",2012-09-01,6.79,2
"Harari","Maize",2012-10-01,6.92,2
"Harari","Maize",2012-11-01,6.75,2
"Harari","Maize",2012-12-01,6.66,2
"Harari","Maize",2013-01-01,6.67,2
"Harari","Maize",2013-02-01,6.67,2
"Harari","Maize",2013-03-01,6.5,2
"Harari","Maize",2013-04-01,6.42,2
"Harari","Maize",2013-05-01,6.75,2
"Harari","Maize",2013-06-01,6.75,2
"Harari","Maize",2013-07-01,7.17,2
"Harari","Maize",2013-08-01,7.17,2
"Harari","Maize",2013-09-01,7.58,2
"Harari","Maize",2013-10-01,8.83,2
"Harari","Maize",2013-11-01,8.58,2
"Harari","Maize",2013-12-01,7.5,2
"Harari","Maize",2014-01-01,6.5,2
"Harari","Maize",2014-02-01,6.83,2
"Harari","Maize",2014-03-01,6.84,2
"Harari","Maize",2014-04-01,7.46,2
"Harari","Maize",2014-05-01,7.08,2
"Harari","Maize",2014-06-01,7.08,2
"Harari","Rice",2010-01-01,13.34,2
"Harari","Rice",2010-02-01,13.41,2
"Harari","Rice",2010-03-01,13.16,2
"Harari","Rice",2010-04-01,13.34,2
"Harari","Rice",2010-05-01,13.34,2
"Harari","Rice",2010-06-01,13.34,2
"Harari","Rice",2010-07-01,13,2
"Harari","Rice",2010-08-01,13.16,2
"Harari","Rice",2010-09-01,13,2
"Harari","Rice",2010-10-01,13.16,2
"Harari","Rice",2010-11-01,13.66,2
"Harari","Rice",2010-12-01,13.67,2
"Harari","Rice",2011-01-01,14,2
"Harari","Rice",2011-02-01,12.5,2
"Harari","Rice",2011-03-01,13.13,2
"Harari","Rice",2011-04-01,14,2
"Harari","Rice",2011-05-01,15.16,2
"Harari","Rice",2011-06-01,15.16,2
"Harari","Rice",2011-07-01,15.5,2
"Harari","Rice",2011-08-01,15.16,2
"Harari","Rice",2011-09-01,15.16,2
"Harari","Rice",2011-10-01,15.84,2
"Harari","Rice",2011-11-01,15.5,2
"Harari","Rice",2011-12-01,15.5,2
"Harari","Rice",2012-01-01,15.5,2
"Harari","Rice",2012-02-01,15.5,2
"Harari","Rice",2012-03-01,15.5,2
"Harari","Rice",2012-04-01,15.66,2
"Harari","Rice",2012-05-01,15.66,2
"Harari","Rice",2012-06-01,15.66,2
"Harari","Rice",2012-07-01,15.66,2
"Harari","Rice",2012-08-01,15.5,2
"Harari","Rice",2012-09-01,15.34,2
"Harari","Rice",2012-10-01,15,2
"Harari","Rice",2012-11-01,15,2
"Harari","Rice",2012-12-01,15.17,2
"Harari","Rice",2013-01-01,15.17,2
"Harari","Rice",2013-02-01,14.66,2
"Harari","Rice",2013-03-01,15.17,2
"Harari","Rice",2013-04-01,15.66,2
"Harari","Rice",2013-05-01,15.5,2
"Harari","Rice",2013-06-01,15.84,2
"Harari","Rice",2013-07-01,16,2
"Harari","Rice",2013-08-01,15.84,2
"Harari","Rice",2013-09-01,15.84,2
"Harari","Rice",2013-10-01,15.84,2
"Harari","Rice",2013-11-01,16,2
"Harari","Rice",2013-12-01,15.5,2
"Harari","Rice",2014-01-01,15.5,2
"Harari","Rice",2014-02-01,15.5,2
"Harari","Rice",2014-03-01,15.33,2
"Harari","Rice",2014-04-01,15.5,2
"Harari","Rice",2014-05-01,15.5,2
"Harari","Rice",2014-06-01,15.84,2
"Harari","Teff",2010-01-01,11,2
"Harari","Teff",2010-02-01,11.09,2
"Harari","Teff",2010-03-01,10.5,2
"Harari","Teff",2010-04-01,10.33,2
"Harari","Teff",2010-05-01,10.33,2
"Harari","Teff",2010-06-01,10.84,2
"Harari","Teff",2010-07-01,10.84,2
"Harari","Teff",2010-08-01,10.66,2
"Harari","Teff",2010-09-01,10.5,2
"Harari","Teff",2010-10-01,10,2
"Harari","Teff",2010-11-01,10.16,2
"Harari","Teff",2010-12-01,9.92,2
"Harari","Teff",2011-01-01,9.75,2
"Harari","Teff",2011-02-01,9.42,2
"Harari","Teff",2011-04-01,10.25,2
"Harari","Teff",2011-05-01,10.83,1
"Harari","Teff",2011-06-01,11.5,2
"Harari","Teff",2011-07-01,11.25,2
"Harari","Teff",2011-08-01,11.41,2
"Harari","Teff",2011-09-01,11.5,2
"Harari","Teff",2011-10-01,11.33,2
"Harari","Teff",2011-11-01,11.16,2
"Harari","Teff",2011-12-01,11.5,2
"Harari","Teff",2012-01-01,11.75,2
"Harari","Teff",2012-02-01,11.91,2
"Harari","Teff",2012-03-01,13.75,2
"Harari","Teff",2012-04-01,14.25,2
"Harari","Teff",2012-05-01,14.84,2
"Harari","Teff",2012-06-01,14.91,2
"Harari","Teff",2012-07-01,14.96,2
"Harari","Teff",2012-08-01,15.71,2
"Harari","Teff",2012-09-01,17.09,2
"Harari","Teff",2012-10-01,17.17,2
"Harari","Teff",2012-11-01,16.83,2
"Harari","Teff",2012-12-01,16.58,2
"Harari","Teff",2013-01-01,16.41,2
"Harari","Teff",2013-02-01,16.75,2
"Harari","Teff",2013-03-01,16.66,2
"Harari","Teff",2013-04-01,16.41,2
"Harari","Teff",2013-05-01,16.75,2
"Harari","Teff",2013-06-01,17.84,2
"Harari","Teff",2013-07-01,17.91,2
"Harari","Teff",2013-08-01,17.33,2
"Harari","Teff",2013-09-01,18.12,2
"Harari","Teff",2013-10-01,18.09,2
"Harari","Teff",2013-11-01,17.66,2
"Harari","Teff",2013-12-01,17.42,2
"Harari","Teff",2014-01-01,16.41,2
"Harari","Teff",2014-02-01,16.21,2
"Harari","Teff",2014-03-01,16.33,2
"Harari","Teff",2014-04-01,16.45,2
"Harari","Teff",2014-05-01,16.45,2
"Harari","Teff",2014-06-01,16.83,2
"Harari","Wheat",2010-01-01,7,2
"Harari","Wheat",2010-02-01,7.08,2
"Harari","Wheat",2010-03-01,6.75,2
"Harari","Wheat",2010-04-01,6.42,2
"Harari","Wheat",2010-05-01,6.75,2
"Harari","Wheat",2010-06-01,6.58,2
"Harari","Wheat",2010-07-01,6.83,2
"Harari","Wheat",2010-08-01,6.66,2
"Harari","Wheat",2010-09-01,6.75,2
"Harari","Wheat",2010-10-01,6.67,2
"Harari","Wheat",2010-11-01,6.75,2
"Harari","Wheat",2010-12-01,6.42,2
"Harari","Wheat",2011-01-01,7.08,2
"Harari","Wheat",2011-02-01,7.34,2
"Harari","Wheat",2011-04-01,8.08,2
"Harari","Wheat",2011-05-01,10.41,2
"Harari","Wheat",2011-06-01,9.67,2
"Harari","Wheat",2011-07-01,9.84,2
"Harari","Wheat",2011-08-01,9.91,2
"Harari","Wheat",2011-09-01,10.16,2
"Harari","Wheat",2011-10-01,10.84,2
"Harari","Wheat",2011-11-01,11.5,2
"Harari","Wheat",2011-12-01,10.66,2
"Harari","Wheat",2012-01-01,10.83,2
"Harari","Wheat",2012-02-01,10.17,2
"Harari","Wheat",2012-03-01,10.5,2
"Harari","Wheat",2012-04-01,11.5,2
"Harari","Wheat",2012-05-01,11,2
"Harari","Wheat",2012-06-01,10.5,2
"Harari","Wheat",2012-07-01,10.16,2
"Harari","Wheat",2012-08-01,10.16,2
"Harari","Wheat",2012-09-01,9.58,2
"Harari","Wheat",2012-10-01,9.75,2
"Harari","Wheat",2012-11-01,9.75,2
"Harari","Wheat",2012-12-01,10,2
"Harari","Wheat",2013-01-01,9.42,2
"Harari","Wheat",2013-02-01,10.5,2
"Harari","Wheat",2013-03-01,9.5,2
"Harari","Wheat",2013-04-01,9.34,2
"Harari","Wheat",2013-05-01,10.16,2
"Harari","Wheat",2013-06-01,9.84,2
"Harari","Wheat",2013-07-01,10.5,2
"Harari","Wheat",2013-08-01,10.25,2
"Harari","Wheat",2013-09-01,9.66,2
"Harari","Wheat",2013-10-01,11.34,2
"Harari","Wheat",2013-11-01,11.66,2
"Harari","Wheat",2013-12-01,11.66,2
"Harari","Wheat",2014-01-01,11.42,2
"Harari","Wheat",2014-02-01,10.5,2
"Harari","Wheat",2014-03-01,10.25,2
"Harari","Wheat",2014-04-01,10.25,2
"Harari","Wheat",2014-05-01,11.34,2
"Harari","Wheat",2014-06-01,10.84,2
"Addis Ababa","Barley",2010-01-01,6.65,12
"Addis Ababa","Barley",2010-02-01,6.45,12
"Addis Ababa","Barley",2010-03-01,6.55,12
"Addis Ababa","Barley",2010-04-01,6.42,12
"Addis Ababa","Barley",2010-05-01,6.53,12
"Addis Ababa","Barley",2010-06-01,6.62,12
"Addis Ababa","Barley",2010-07-01,6.76,12
"Addis Ababa","Barley",2010-08-01,6.82,12
"Addis Ababa","Barley",2010-09-01,6.62,12
"Addis Ababa","Barley",2010-10-01,6.74,12
"Addis Ababa","Barley",2010-11-01,6.67,12
"Addis Ababa","Barley",2010-12-01,6.99,12
"Addis Ababa","Barley",2011-01-01,6.99,11
"Addis Ababa","Barley",2011-02-01,6.65,12
"Addis Ababa","Barley",2011-03-01,6.93,12
"Addis Ababa","Barley",2011-04-01,7.64,11
"Addis Ababa","Barley",2011-05-01,8.2,12
"Addis Ababa","Barley",2011-06-01,9.44,12
"Addis Ababa","Barley",2011-07-01,9.69,12
"Addis Ababa","Barley",2011-08-01,9.68,12
"Addis Ababa","Barley",2011-09-01,10.17,12
"Addis Ababa","Barley",2011-10-01,10.39,12
"Addis Ababa","Barley",2011-11-01,10.73,11
"Addis Ababa","Barley",2011-12-01,10.46,12
"Addis Ababa","Barley",2012-01-01,9.65,12
"Addis Ababa","Barley",2012-02-01,9.58,12
"Addis Ababa","Barley",2012-03-01,10.07,12
"Addis Ababa","Barley",2012-04-01,9.99,12
"Addis Ababa","Barley",2012-05-01,10.11,12
"Addis Ababa","Barley",2012-06-01,10.15,12
"Addis Ababa","Barley",2012-07-01,10.2,12
"Addis Ababa","Barley",2012-08-01,10.12,12
"Addis Ababa","Barley",2012-09-01,10.5,12
"Addis Ababa","Barley",2012-10-01,10.21,12
"Addis Ababa","Barley",2012-11-01,10.22,12
"Addis Ababa","Barley",2012-12-01,10.08,12
"Addis Ababa","Barley",2013-01-01,9.99,12
"Addis Ababa","Barley",2013-02-01,9.74,12
"Addis Ababa","Barley",2013-03-01,9.5,12
"Addis Ababa","Barley",2013-04-01,9.56,12
"Addis Ababa","Barley",2013-05-01,9.6,12
"Addis Ababa","Barley",2013-06-01,9.73,12
"Addis Ababa","Barley",2013-07-01,9.8,12
"Addis Ababa","Barley",2013-08-01,10.03,12
"Addis Ababa","Barley",2013-09-01,9.99,12
"Addis Ababa","Barley",2013-10-01,10.36,12
"Addis Ababa","Barley",2013-11-01,10.6,12
"Addis Ababa","Barley",2013-12-01,10.61,12
"Addis Ababa","Barley",2014-01-01,10.62,12
"Addis Ababa","Barley",2014-02-01,10.4,12
"Addis Ababa","Barley",2014-03-01,10.36,12
"Addis Ababa","Barley",2014-04-01,10.61,12
"Addis Ababa","Barley",2014-05-01,10.57,12
"Addis Ababa","Barley",2014-06-01,11.17,12
"Addis Ababa","Beer",2010-01-01,6.44,8
"Addis Ababa","Beer",2010-02-01,6.45,7
"Addis Ababa","Beer",2010-03-01,6.87,9
"Addis Ababa","Beer",2010-04-01,6.69,9
"Addis Ababa","Beer",2010-05-01,6.86,7
"Addis Ababa","Beer",2010-06-01,7,10
"Addis Ababa","Beer",2010-07-01,7.28,10
"Addis Ababa","Beer",2010-08-01,7.28,8
"Addis Ababa","Beer",2010-09-01,7.37,10
"Addis Ababa","Beer",2010-10-01,7.46,8
"Addis Ababa","Beer",2010-11-01,7.44,8
"Addis Ababa","Beer",2010-12-01,7.69,9
"Addis Ababa","Beer",2011-01-01,7.31,7
"Addis Ababa","Beer",2011-02-01,7.07,6
"Addis Ababa","Beer",2011-03-01,7.12,9
"Addis Ababa","Beer",2011-04-01,7.13,7
"Addis Ababa","Beer",2011-05-01,7.1,7
"Addis Ababa","Beer",2011-06-01,8.2,6
"Addis Ababa","Beer",2011-07-01,9.48,9
"Addis Ababa","Beer",2011-08-01,9.17,6
"Addis Ababa","Beer",2011-09-01,9.23,5
"Addis Ababa","Beer",2011-10-01,9.31,6
"Addis Ababa","Beer",2011-11-01,10.21,7
"Addis Ababa","Beer",2011-12-01,10.22,6
"Addis Ababa","Beer",2012-01-01,11.13,5
"Addis Ababa","Beer",2012-02-01,10.43,7
"Addis Ababa","Beer",2012-03-01,10.9,8
"Addis Ababa","Beer",2012-04-01,11.04,9
"Addis Ababa","Beer",2012-05-01,11.02,10
"Addis Ababa","Beer",2012-06-01,10.8,10
"Addis Ababa","Beer",2012-07-01,10.79,11
"Addis Ababa","Beer",2012-08-01,10.77,11
"Addis Ababa","Beer",2012-09-01,10.94,11
"Addis Ababa","Beer",2012-10-01,10.92,11
"Addis Ababa","Beer",2012-11-01,10.77,10
"Addis Ababa","Beer",2012-12-01,12.25,10
"Addis Ababa","Beer",2013-01-01,12.63,9
"Addis Ababa","Beer",2013-02-01,12.22,10
"Addis Ababa","Beer",2013-03-01,12.52,9
"Addis Ababa","Beer",2013-04-01,13.03,10
"Addis Ababa","Beer",2013-05-01,12.93,10
"Addis Ababa","Beer",2013-06-01,12.87,10
"Addis Ababa","Beer",2013-07-01,12.77,10
"Addis Ababa","Beer",2013-08-01,13.13,10
"Addis Ababa","Beer",2013-09-01,13.68,11
"Addis Ababa","Beer",2013-10-01,13.65,11
"Addis Ababa","Beer",2013-11-01,13.67,10
"Addis Ababa","Beer",2013-12-01,13.44,11
"Addis Ababa","Beer",2014-01-01,13.47,11
"Addis Ababa","Beer",2014-02-01,13.41,11
"Addis Ababa","Beer",2014-03-01,13.33,11
"Addis Ababa","Beer",2014-04-01,13.42,11
"Addis Ababa","Beer",2014-05-01,13.56,11
"Addis Ababa","Beer",2014-06-01,13.17,11
"Addis Ababa","Cement",2010-01-01,113.8,11
"Addis Ababa","Cement",2010-02-01,115.87,12
"Addis Ababa","Cement",2010-03-01,155.53,12
"Addis Ababa","Cement",2010-04-01,179.2,11
"Addis Ababa","Cement",2010-05-01,201.89,9
"Addis Ababa","Cement",2010-06-01,191.67,9
"Addis Ababa","Cement",2010-07-01,176.49,10
"Addis Ababa","Cement",2010-08-01,176.52,10
"Addis Ababa","Cement",2010-09-01,183.28,11
"Addis Ababa","Cement",2010-10-01,190.8,8
"Addis Ababa","Cement",2010-11-01,194.44,8
"Addis Ababa","Cement",2010-12-01,192.05,7
"Addis Ababa","Cement",2011-01-01,198.33,1
"Addis Ababa","Cement",2011-02-01,222.33,3
"Addis Ababa","Cement",2011-03-01,220,1
"Addis Ababa","Cement",2011-06-01,235,1
"Addis Ababa","Cement",2011-07-01,250,1
"Addis Ababa","Cement",2011-08-01,230,2
"Addis Ababa","Cement",2011-09-01,186.33,5
"Addis Ababa","Cement",2011-10-01,181.94,6
