"state","date","price"
"Jigawa",2010-06-01,124.39180416531
"Jigawa",2010-07-01,116.604797080711
"Jigawa",2010-08-01,132.718735306351
"Jigawa",2010-09-01,118.641135321723
"Jigawa",2010-10-01,99.3308023523401
"Jigawa",2010-11-01,95.8180022063079
"Jigawa",2010-12-01,95.752608122649
"Jigawa",2011-01-01,110.475212097168
"Jigawa",2011-02-01,455.56650684498
"Jigawa",2011-04-01,114.891120910645
"Jigawa",2011-05-01,125.681304931641
"Jigawa",2011-06-01,119.232021331787
"Jigawa",2011-07-01,126.923561096191
"Jigawa",2011-08-01,127.255836486816
"Jigawa",2011-09-01,132.877365112305
"Jigawa",2011-10-01,126.066135406494
"Jigawa",2011-11-01,119.46501159668
"Jigawa",2011-12-01,119.267295837402
"Jigawa",2012-01-01,123.27530670166
"Jigawa",2012-02-01,110.706081390381
"Jigawa",2012-03-01,132.39896774292
"Jigawa",2012-04-01,125.23974609375
"Jigawa",2012-05-01,125.674789428711
"Jigawa",2012-06-01,147.829238891602
"Jigawa",2012-07-01,164.403274536133
